OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions,first_names,last_name,last_init,name_raw,id,fi_ln
A5092710573,,Adriano C. D’ Alessandro,['Adriano C. D’ Alessandro'],1,1,1,1,adriano c. d’,alessandro,a,adriano c. d’ alessandro,A5092710573,a alessandro
A5014302761,,F. H. Garcia,"['F. H. Garcia', 'Garcia, F. H.']",3,6,1,1,f. h.,garcia,g,f. h. garcia,A5014302761,f garcia
A5037580930,https://orcid.org/0000-0002-2587-245X,Andrew Cox,"['A COX', 'A. Cox', 'A. M. Cox', 'A.M Cox', 'A.M. Cox', 'ANDREW COX', 'Andrew Cox', 'Andrew M Cox', 'Andrew M. Cox', 'Andrew Martin Cox', 'Cox, A.M.', 'Cox, Andrew', 'Cox, Andrew M.']",314,9388,48,28,andrew,cox,c,andrew cox,A5037580930,a cox
A5065780235,,Quratulain Qureshi,['Quratulain Qureshi'],8,84,3,2,quratulain,qureshi,q,quratulain qureshi,A5065780235,q qureshi
A5050381120,,Sadaf Tahmasebi,"['S. Tahmasebi', 'Sadaf Tahmasebi']",13,213,9,3,sadaf,tahmasebi,t,sadaf tahmasebi,A5050381120,s tahmasebi
A5004989555,https://orcid.org/0000-0003-0941-4333,Neil J. Ross,"['Neil J. Ross', 'Ross, N. J.', 'Ross, N.J.', 'Ross, Neil J.']",49,1695,13,6,neil j.,ross,r,neil j. ross,A5004989555,n ross
A5113413885,,Rylen Sampson,"['R.L. Sampson', 'Rylen Sampson']",2,6,2,2,rylen,sampson,s,rylen sampson,A5113413885,r sampson
A5113360973,,Anne-Marie Nicole,['Anne-Marie Nicole'],1,1,1,1,anne-marie,nicole,n,anne-marie nicole,A5113360973,a nicole
A5101454288,https://orcid.org/0000-0003-2340-8802,Long Chen,"['Chen Long', 'Long Chen']",5,12,3,4,long,chen,c,long chen,A5101454288,l chen
A5035896927,,Kristina Waclawik,['Kristina Waclawik'],9,128,5,2,kristina,waclawik,w,kristina waclawik,A5035896927,k waclawik
A5028317795,,Olga V. Shipulina,"['Olga Shipulina', 'Olga V. Shipulina']",8,30,3,1,olga v.,shipulina,s,olga v. shipulina,A5028317795,o shipulina
A5041655695,https://orcid.org/0000-0003-0988-7085,Hadia Aslam,['Hadia Aslam'],1,4,1,1,hadia,aslam,a,hadia aslam,A5041655695,h aslam
A5069163332,https://orcid.org/0000-0001-9445-9821,Ryan Nichols,"['RYAN NICHOLS', 'Ryan Nichols']",78,665,13,15,ryan,nichols,n,ryan nichols,A5069163332,r nichols
A5022708255,https://orcid.org/0000-0003-1538-0424,Sean C. Godwin,"['Godwin, Sean C.', 'S. C. Godwin', 'Sean C Godwin', 'Sean C. Godwin', 'Sean Godwin', 'Sean. C. Godwin']",27,400,13,10,sean c.,godwin,g,sean c. godwin,A5022708255,s godwin
A5031956224,,Irene Botosaru,"['Botosaru, Irene', 'Irene Botosaru']",34,248,6,16,irene,botosaru,b,irene botosaru,A5031956224,i botosaru
A5109163734,,Brian E. Conway,"['Brian Conway', 'Brian E Conway', 'Brian E. Conway', 'Brian Evans Conway', 'Brian. E. Conway']",134,12494,40,10,brian e.,conway,c,brian e. conway,A5109163734,b conway
A5107609977,https://orcid.org/0000-0003-2776-0141,Victor Cheung,['Victor Cheung'],2,1,1,1,victor,cheung,c,victor cheung,A5107609977,v cheung
A5061294801,,Robert Manery,['Robert Manery'],2,6,1,1,robert,manery,m,robert manery,A5061294801,r manery
A5081621756,https://orcid.org/0000-0002-4072-8712,Diego Restuccia,"['DIEGO RESTUCCIA', 'Diego Restuccia', 'Restuccia, Diego']",133,8052,36,20,diego,restuccia,r,diego restuccia,A5081621756,d restuccia
A5006142451,,JF Ogilvie,"['J. G. Ogilvie', 'JF Ogilvie']",3,3,1,3,jf,ogilvie,o,jf ogilvie,A5006142451,j ogilvie
A5033540967,https://orcid.org/0000-0002-7856-0804,Tanya M. Brown,"['T M Brown', 'T. M. Brown', 'TANYA MAINES BROWN', 'Tanya Brown', 'Tanya M. Brown', 'Tanya Maines Brown']",58,1848,26,26,tanya m.,brown,b,tanya m. brown,A5033540967,t brown
A5062162771,,Zohreh Dehghani Champiri,"['Z Dehghani Champiri', 'Zohreh Champiri', 'Zohreh D. Champiri', 'Zohreh Dehghani Champiri']",10,219,4,4,zohreh dehghani,champiri,c,zohreh dehghani champiri,A5062162771,z champiri
A5049918049,,Graham Greig,['Graham Greig'],1,0,0,2,graham,greig,g,graham greig,A5049918049,g greig
A5104191102,,Joshua Chow,['Joshua Chow'],3,0,0,2,joshua,chow,c,joshua chow,A5104191102,j chow
A5037196650,https://orcid.org/0000-0002-0643-7890,Becky L. White,"['B White', 'B. White', 'Becky L White', 'Becky L. White', 'Becky L.White', 'Becky White', 'Becky\xa0L. White', 'White B', 'White, Becky', 'White, Becky L.']",77,1375,21,22,becky l.,white,w,becky l. white,A5037196650,b white
A5000695733,https://orcid.org/0000-0002-8947-6093,Lisa Bourque Bearskin,"['Lisa Bourque Bearskin', 'Mona Lisa Bourque Bearskin']",26,566,8,14,lisa bourque,bearskin,b,lisa bourque bearskin,A5000695733,l bearskin
A5091617213,,Michèle Schmidt,"['Michele Schmidt', 'Michèle J. Schmidt', 'Michèle SCHMIDT', 'Michèle Schmidt', 'Schmidt, Michèle']",36,984,13,6,michèle,schmidt,s,michèle schmidt,A5091617213,m schmidt
A5106321887,,Phonpoom Piensatienkul,['Phonpoom Piensatienkul'],2,0,0,1,phonpoom,piensatienkul,p,phonpoom piensatienkul,A5106321887,p piensatienkul
A5112860399,,Jiangchuang Liu,['Jiangchuang Liu'],2,20,1,2,jiangchuang,liu,l,jiangchuang liu,A5112860399,j liu
A5092946635,,Sean K.T. Gaiesky,['Sean K.T. Gaiesky'],2,1,1,1,sean k.t.,gaiesky,g,sean k.t. gaiesky,A5092946635,s gaiesky
A5115590906,https://orcid.org/0000-0003-0423-4157,Jie Yang,"['J Yang', 'Jie Yang', 'Lingyun Jia', 'Rong Zhao', 'Yang, Jie']",489,7290,39,269,jie,yang,y,jie yang,A5115590906,j yang
A5014002771,https://orcid.org/0000-0002-1924-4721,Rackeb Tesfaye,"['Lee, Kelley', 'R Tesfaye', 'Rackeb Tesfaye', 'Tesfaye R', 'Tesfaye, Rackeb']",28,272,8,4,rackeb,tesfaye,t,rackeb tesfaye,A5014002771,r tesfaye
A5045961414,https://orcid.org/0000-0002-1970-2980,X. Joan Hu,"['Hu, X. Joan', 'X Joan Hu', 'X. J. Hu', 'X. Joan Hu', 'Xianrui Hu', 'Xiaoqiong J. Hu', 'Xuefen Hu']",56,626,15,16,x. joan,hu,h,x. joan hu,A5045961414,x hu
A5031667119,,Jeremiah Tan,"['J. Tan', 'Jeremiah Tan']",5,7,1,6,jeremiah,tan,t,jeremiah tan,A5031667119,j tan
A5113114976,,Victor Soares,['Victor Soares'],1,2,1,1,victor,soares,s,victor soares,A5113114976,v soares
A5038209412,https://orcid.org/0000-0002-3161-4254,Mackenzie J. Hart,"['Hart, Mackenzie J.', 'Mackenzie Hart', 'Mackenzie J. Hart']",29,230,8,3,mackenzie j.,hart,h,mackenzie j. hart,A5038209412,m hart
A5061198819,,Hollis Owens,"['H Owens', 'H. Owens', 'Hollis Owens', 'Owens, Hollis']",9,41,3,1,hollis,owens,o,hollis owens,A5061198819,h owens
A5089879799,https://orcid.org/0000-0003-3937-0298,Brooke Gessner,['Brooke Gessner'],4,40,1,12,brooke,gessner,g,brooke gessner,A5089879799,b gessner
A5002710023,https://orcid.org/0000-0002-5899-7208,Michael Seear,"['M Seear', 'M. D. SEEAR', 'M. D. Seear', 'M. Seear', 'M.D. Seear', 'MICHAEL D. SEEAR', 'Michael D. Seear', 'Michael Seear']",81,2938,28,15,michael,seear,s,michael seear,A5002710023,m seear
A5009982154,https://orcid.org/0000-0002-7557-1540,Roland M. Schulz,"['Roland M. Schulz', 'Roland Schulz']",13,246,8,1,roland m.,schulz,s,roland m. schulz,A5009982154,r schulz
A5040940303,,Clifford G Atleo,['Clifford G Atleo'],1,17,1,1,clifford g,atleo,a,clifford g atleo,A5040940303,c atleo
A5109643215,,Williams Td,"['B Yoffe', 'T D WILLIAMS', 'T D Williams', 'TD Williams', 'Williams Td', 'Williams, T.D.']",13,27,3,1,williams,td,t,williams td,A5109643215,w td
A5024609808,,Kevan Hudson,"['K. Hudson', 'K.\u2009A. Hudson', 'Kevan Hudson']",9,53,5,2,kevan,hudson,h,kevan hudson,A5024609808,k hudson
A5114149146,,Hui Xie,['Hui Xie'],3,20,3,3,hui,xie,x,hui xie,A5114149146,h xie
A5021800514,,N. Givzad,['N. Givzad'],1,0,0,1,n.,givzad,g,n. givzad,A5021800514,n givzad
A5061223170,https://orcid.org/0000-0002-6943-083X,Spyros Sofos,"['Sofos, Spyros', 'Sofos, Spyros A', 'Sofos, Spyros A.', 'Spyros A Sofos', 'Spyros A. Sofos', 'Spyros Sofos']",106,374,9,10,spyros,sofos,s,spyros sofos,A5061223170,s sofos
A5033853494,https://orcid.org/0000-0002-6272-5846,Inger Lassen,"['Inger Lassen', 'Lassen, Inger', 'Lassen, Inger Marie; id_orcid 0000-0002-6272-5846', 'Lassen, Inger; id_orcid 0000-0002-6272-5846']",87,519,10,48,inger,lassen,l,inger lassen,A5033853494,i lassen
A5021445324,https://orcid.org/0000-0001-8447-872X,Yixian Shen,"['Shen, Yixian', 'Yi-Xian Shen', 'Yixian Shen']",57,194,8,10,yixian,shen,s,yixian shen,A5021445324,y shen
A5036663902,,D. Estep,"['D Estep', 'D J Estep', 'D. Estep', 'DON ESTEP', 'Don Estep', 'Donald Estep', 'Estep, Don', 'Estep, Donald']",40,1408,15,3,d.,estep,e,d. estep,A5036663902,d estep
A5108828256,,Ms. Michelle Nicholas,['Ms. Michelle Nicholas'],1,8,1,3,ms. michelle,nicholas,n,ms. michelle nicholas,A5108828256,m nicholas
A5093888271,,Elaheh Hantoosh Zadeh,['Elaheh Hantoosh Zadeh'],1,1,1,1,elaheh hantoosh,zadeh,z,elaheh hantoosh zadeh,A5093888271,e zadeh
A5092946721,https://orcid.org/0000-0002-8535-833X,Sean K.T. Gaiesky,"['Sean K. T. Gaiesky', 'Sean K.T. Gaiesky']",6,5,1,1,sean k.t.,gaiesky,g,sean k.t. gaiesky,A5092946721,s gaiesky
A5021856647,,Megan Woolner,"['M Woolner', 'Megan Woolner']",4,43,1,8,megan,woolner,w,megan woolner,A5021856647,m woolner
A5011213382,https://orcid.org/0000-0002-8898-0466,Özge Nilay Yalçın,"['Cristina;Cristina Zaga;Zaga', 'Ozge Nilay Yalcin', 'Ozge Yalcin', 'Yalcin, Ozge', 'Yalcin, Ozge Nilay', 'Yalcin, \x7fOzge Nilay', 'Yalçın, Özge', 'Yalçın, Özge Nilay', 'Özge Nilay Yalçin', 'Özge Nilay Yalçın', 'Ӧzge Nilay Yalcin']",57,434,9,5,özge nilay,yalçın,y,özge nilay yalçın,A5011213382,ö yalçın
A5067826387,,B. Lu,['B. Lu'],1,9,1,1,b.,lu,l,b. lu,A5067826387,b lu
A5030973280,,C. Wang,['C. Wang'],2,22,1,3,c.,wang,w,c. wang,A5030973280,c wang
A5019320412,https://orcid.org/0000-0002-2356-1690,Nattavut Suwanyangyuan,['Nattavut Suwanyangyuan'],12,111,7,3,nattavut,suwanyangyuan,s,nattavut suwanyangyuan,A5019320412,n suwanyangyuan
A5081784654,,Janine Hostettler Schärer,"['Hostettler Schärer, Janine', 'Janine Hostettler Scharer', 'Janine Hostettler Schärer']",13,46,4,2,janine hostettler,schärer,s,janine hostettler schärer,A5081784654,j schärer
A5082865846,https://orcid.org/0000-0002-6043-4287,Raymond Ho,"['Ho, Raymond', 'R. Y. Ho', 'Raymond Ho', 'Raymond Y. Ho']",31,1096,10,15,raymond,ho,h,raymond ho,A5082865846,r ho
A5055687264,,Debbie Sheenan,['Debbie Sheenan'],1,8,1,1,debbie,sheenan,s,debbie sheenan,A5055687264,d sheenan
A5064368977,https://orcid.org/0000-0002-2810-7702,Armando Paulino Preciado Babb,"['A. Babb', 'A. Paulino Preciado Babb', 'Armando Paulino Preciado Babb', 'Armando Paulino Preciado-Babb', 'Armando Preciado Babb', 'Babb, Armando Paulino Preciado', 'Preciado Babb, Armando Paulino']",36,89,6,2,armando paulino preciado,babb,b,armando paulino preciado babb,A5064368977,a babb
A5088860516,,Colin Buchko,"['Buchko, Colin', 'Colin Buchko']",3,0,0,1,colin,buchko,b,colin buchko,A5088860516,c buchko
A5041320483,https://orcid.org/0000-0001-8945-513X,Russell J. de Souza,"['Jennifer Meidinger', 'R J de Souza', 'R de Souza', 'R. De Souza', 'R. J. De Souza', 'R. J. de Souza', 'R. de Souza', 'R.D. Souza', 'R.J. De Souza', 'R.J. de Souza', 'RUSSELL DE SOUZA', 'Russ de Souza', 'Russell D Souza', 'Russell De Souza', 'Russell J de Souza', 'Russell J de\xa0Souza', 'Russell J. De Souza', 'Russell J. de Souza', 'Russell de Souza', 'Russell\xa0J. de Souza', 'de Souza, Russell', 'de Souza, Russell J.']",404,19573,67,73,russell j. de,souza,s,russell j. de souza,A5041320483,r souza
A5078582129,,Jonas Stoll,"['J. R. Stoll', 'Jonas Stoll']",2,3,1,2,jonas,stoll,s,jonas stoll,A5078582129,j stoll
A5002760032,,Neal R. Norrick,"['Don Nilsen', 'N.R. Norrick', 'NEAL R. NORRICK', 'Neal Norrick', 'Neal R Norrick', 'Neal R. NORRICK', 'Neal R. Norrick', 'Norrick, Neal R.']",142,6074,38,48,neal r.,norrick,n,neal r. norrick,A5002760032,n norrick
A5047773602,,Benyamin Schwarz,"['B SCHWARZ', 'B Schwarz', 'B. Schwarz', 'Benyamin Schwarz']",82,406,11,5,benyamin,schwarz,s,benyamin schwarz,A5047773602,b schwarz
A5100625282,https://orcid.org/0000-0003-1869-6117,Jessica Li,"['Jessica L. Li', 'Jessica Li']",89,1681,17,44,jessica,li,l,jessica li,A5100625282,j li
A5012067602,https://orcid.org/0009-0005-7284-1612,G. Gary Wang,"['G. Gary Wang', 'Guancheng Wang', 'Guodong Wang', 'Wang, G. Gary']",95,2968,27,5,g. gary,wang,w,g. gary wang,A5012067602,g wang
A5065842172,,Jennesia Pedri,"['Jennesia Pedri', 'Pedri, Jennesia']",10,19,2,1,jennesia,pedri,p,jennesia pedri,A5065842172,j pedri
A5072995656,,Alex Imas,['Alex Imas'],4,7,1,12,alex,imas,i,alex imas,A5072995656,a imas
A5055939293,https://orcid.org/0000-0001-9792-539X,Paul Gill,"['Gill, Paul', 'P. S. Gill', 'P.S. Gill', 'PAUL S GILL', 'Paul Gill', 'Paul S Gill', 'Paul S. Gill', 'Paul\xa0S. Gill']",69,985,15,22,paul,gill,g,paul gill,A5055939293,p gill
A5031216243,,Muyun Li,"['Madeleine Li', 'Maoyuan Li', 'Mengdan Li', 'Muyun Li']",7,24,3,7,muyun,li,l,muyun li,A5031216243,m li
A5036882721,,Miguel Alcaide,['Miguel Alcaide'],20,30,2,2,miguel,alcaide,a,miguel alcaide,A5036882721,m alcaide
A5061843952,https://orcid.org/0000-0002-9773-8030,A.M. Haiblen,"['A M Haiblen', 'A. Haiblen', 'A. M. Haiblen', 'A.M Haiblen', 'A.M. Haiblen', 'Anna M. Haiblen', 'Haiblen, Anna']",11,21,3,4,a.m.,haiblen,h,a.m. haiblen,A5061843952,a haiblen
A5089219951,https://orcid.org/0000-0003-0703-3967,David Andolfatto,"['Andolfatto, David', 'Andolfatto, David, Cornélius', 'D Andolfatto', 'Dave Andolfatto', 'David Andolfatto', 'Thornton', 'With Andolfatto, David']",147,2834,22,16,david,andolfatto,a,david andolfatto,A5089219951,d andolfatto
A5098489079,,Houman Layegh Mirhosseini,['Houman Layegh Mirhosseini'],1,4,1,1,houman layegh,mirhosseini,m,houman layegh mirhosseini,A5098489079,h mirhosseini
A5033063450,,Nicole Gkaleni,['Nicole Gkaleni'],1,2,1,1,nicole,gkaleni,g,nicole gkaleni,A5033063450,n gkaleni
A5015133041,https://orcid.org/0000-0002-3677-5655,Xue Bin Peng,"['Peng, Xue Bin', 'Xue Bin Peng']",19,243,7,2,xue bin,peng,p,xue bin peng,A5015133041,x peng
A5084446589,,Jeffrey Ens,"['Ens, Jeff', 'Ens, Jeffrey', 'Jeffrey Ens', 'Jeffrey John Ens']",11,89,5,1,jeffrey,ens,e,jeffrey ens,A5084446589,j ens
A5053198715,,Mohammad Reza Mohammadzadeh,['Mohammad Reza Mohammadzadeh'],21,494,13,2,mohammad reza,mohammadzadeh,m,mohammad reza mohammadzadeh,A5053198715,m mohammadzadeh
A5092953252,,Matt Horrigan,['Matt Horrigan'],1,0,0,1,matt,horrigan,h,matt horrigan,A5092953252,m horrigan
A5011827489,,Sebastian H. Eberhardt,"['Eberhardt, Sebastian H.', 'S. H. Eberhardt', 'Sebastian Eberhardt', 'Sebastian H Eberhardt', 'Sebastian H. Eberhardt']",23,392,8,4,sebastian h.,eberhardt,e,sebastian h. eberhardt,A5011827489,s eberhardt
A5108048083,https://orcid.org/0000-0002-0050-1193,Lun Li,['Lun Li'],18,80,4,5,lun,li,l,lun li,A5108048083,l li
A5076523933,https://orcid.org/0000-0002-3544-9225,David G. M. Mitchell,"['D G Mitchell', 'D Mitchell', 'D. G. M. Mitchell', 'D. G. Mitchell', 'D. MITCHELL', 'D. Mitchell', 'D.G. Mitchell', 'D.G.M. Mitchell', 'DAVID MITCHELL', 'David G. M. Mitchell', 'David G. Mitchell', 'David G.M. Mitchell', 'David Mitchell', 'Mitchell, D.', 'Mitchell, David', 'Mitchell, David G', 'Mitchell, David G.', 'Mitchell, David G. M.', 'Mitchell, David. G. M.']",323,5915,32,28,david g. m.,mitchell,m,david g. m. mitchell,A5076523933,d mitchell
A5035823220,https://orcid.org/0000-0003-3328-7135,Hui Xie,"['H Xie', 'H. Xie', 'H.W Xie', 'HUI XIE', 'Hui W. Xie', 'Hui Wen Xie', 'Hui Xie', 'Huihua Xie', 'Xie, Hui', 'Xui Xie', 'huijuan Xie']",358,4704,34,107,hui,xie,x,hui xie,A5035823220,h xie
A5046399128,https://orcid.org/0000-0002-9234-0605,Philipp Eibl,"['Eibl, Philipp', 'P. Eibl', 'Philipp Eibl']",20,41,4,6,philipp,eibl,e,philipp eibl,A5046399128,p eibl
A5091309309,https://orcid.org/0009-0003-6255-2863,Ge Shi,['Ge Shi'],4,27,2,4,ge,shi,s,ge shi,A5091309309,g shi
A5052061612,,Eileen Davidson,"['Eileen Davidson', 'Eileen M. Davidson']",34,349,10,12,eileen,davidson,d,eileen davidson,A5052061612,e davidson
A5077320906,https://orcid.org/0000-0002-4213-3499,Nicholas M. Tran,"['Nicholas   Tran', 'Nicholas  M. Tran', 'Nicholas M Tran', 'Nicholas M. Tran', 'Nicholas Tran', 'Tran, Nicholas', 'Tran, Nicholas Minh Abell']",72,3716,18,12,nicholas m.,tran,t,nicholas m. tran,A5077320906,n tran
A5029110065,https://orcid.org/0000-0001-7425-8029,Ludvig af Klinteberg,"['Klinteberg, Ludvig Af', 'Klinteberg, Ludvig af', 'Ludvig Af Klinteberg', 'Ludvig af Klinteberg', 'af Klinteberg, Ludvig']",27,259,10,5,ludvig af,klinteberg,k,ludvig af klinteberg,A5029110065,l klinteberg
A5020559544,https://orcid.org/0000-0001-8390-6948,Mo Chen,"['Chen Mo', 'Chen, Mo', 'Mo Chen']",41,403,10,14,mo,chen,c,mo chen,A5020559544,m chen
A5103256265,,Jacob Kemp,"['Jacob Kemp', 'Jacob M. Kemp']",3,41,2,1,jacob,kemp,k,jacob kemp,A5103256265,j kemp
A5017511307,https://orcid.org/0000-0003-1972-2268,Marjaana Puurtinen,"['Marjaana Puurtinen', 'Puurtinen, Marjaana']",22,193,7,8,marjaana,puurtinen,p,marjaana puurtinen,A5017511307,m puurtinen
A5100329904,https://orcid.org/0000-0002-0691-882X,Xi Chen,['Xi Chen'],57,1526,17,26,xi,chen,c,xi chen,A5100329904,x chen
A5109608250,,Rina Chadha,"['Chadha, R.J.', 'Rina Chadha']",2,13,1,6,rina,chadha,c,rina chadha,A5109608250,r chadha
A5017923730,https://orcid.org/0000-0001-5880-7518,C. Fruck,"['C Fruck', 'C. FRUCK', 'C. Fruck', 'Christian Fruck', 'Fruck, C.', 'Fruck, Christian', 'Miranda, J. M.']",235,8984,48,51,c.,fruck,f,c. fruck,A5017923730,c fruck
A5067717492,https://orcid.org/0000-0001-6819-8699,B. Jesse Shapiro,"['B J Shapiro', 'B Jesse Shapiro', 'B SHAPIRO', 'B.  Jesse Shapiro', 'B. J. Shapiro', 'B. Jesse Shapiro', 'B. Shapiro', 'B.J. Shapiro', 'B.\xa0Jesse Shapiro', 'F Qadri', 'J Guglielmo', 'Jesse Shapiro', 'Shapiro BJ', 'Shapiro, B. Jesse', 'Shapiro, Jesse', 'Б. Шапиро']",215,7495,37,25,b. jesse,shapiro,s,b. jesse shapiro,A5067717492,b shapiro
A5055555263,,Bonnie Corradetti,"['B. Corradetti', 'Bonnie Corradetti']",10,105,4,7,bonnie,corradetti,c,bonnie corradetti,A5055555263,b corradetti
A5046974643,,Matt Uganecz,['Matt Uganecz'],4,47,4,11,matt,uganecz,u,matt uganecz,A5046974643,m uganecz
A5024339045,,Alex T. K. Kurkjian,['Alex T. K. Kurkjian'],1,13,1,2,alex t. k.,kurkjian,k,alex t. k. kurkjian,A5024339045,a kurkjian
A5023113826,https://orcid.org/0000-0003-0784-8162,Nancy Clark,"['Clark, Nancy', 'Clark, Nancy R.', 'N Clark', 'N. Clark', 'NANCY CLARK', 'Nancy Clark', 'Nancy Ripp Clark']",72,727,15,13,nancy,clark,c,nancy clark,A5023113826,n clark
A5032465711,,Regiane Garcia,"['Garcia, Regiane', 'Garcia, Regiane Alves', 'Regiane A. Garcia', 'Regiane Alves Garcia', 'Regiane Garcia']",16,52,5,7,regiane,garcia,g,regiane garcia,A5032465711,r garcia
A5098752003,,L.R. Braid,['L.R. Braid'],1,0,0,2,l.r.,braid,b,l.r. braid,A5098752003,l braid
A5100985816,,Qiqi Peng,"['QiQi Peng', 'Qiqi Peng']",25,354,9,21,qiqi,peng,p,qiqi peng,A5100985816,q peng
A5063767568,,J.A. Caine,"['J. A. J. Caine', 'J.A. Caine']",5,3,1,2,j.a.,caine,c,j.a. caine,A5063767568,j caine
A5029386688,,Molly Mackay,['Molly Mackay'],1,1,1,1,molly,mackay,m,molly mackay,A5029386688,m mackay
A5093577962,,Stephanie Odegard,['Stephanie Odegard'],1,0,0,1,stephanie,odegard,o,stephanie odegard,A5093577962,s odegard
A5076084094,https://orcid.org/0000-0002-8772-5770,Saeed Ranjbar Alvar,"['Alvar, Saeed R.', 'Alvar, Saeed Ranjbar', 'Ranjbar Alvar, Saeed', 'Saeed Ranjbar Alvar']",37,205,8,4,saeed ranjbar,alvar,a,saeed ranjbar alvar,A5076084094,s alvar
A5076107902,,Christine Wallsworth,['Christine Wallsworth'],28,882,9,7,christine,wallsworth,w,christine wallsworth,A5076107902,c wallsworth
A5111270872,,Edward Park,"['E. Park', 'Edward Park']",4,16,2,4,edward,park,p,edward park,A5111270872,e park
A5017802263,https://orcid.org/0009-0006-8956-0961,Amanda Leddy,['Amanda Leddy'],3,1,1,4,amanda,leddy,l,amanda leddy,A5017802263,a leddy
A5049217967,,Parham Elmi,['Parham Elmi'],1,0,0,1,parham,elmi,e,parham elmi,A5049217967,p elmi
A5021880096,,Sajay Sadasivan,"['S Sadasivan', 'S. Sadasivan', 'Sajay Sadasivan']",20,171,6,4,sajay,sadasivan,s,sajay sadasivan,A5021880096,s sadasivan
A5044427445,,Sarita Baker,['Sarita Baker'],2,0,0,1,sarita,baker,b,sarita baker,A5044427445,s baker
A5070069241,https://orcid.org/0000-0001-6059-4857,Matthew P. Abrams,"['M Abrams', 'M. Abrams', 'Mathew Abrams', 'Matthew Abrams', 'Matthew P Abrams', 'Matthew P. Abrams', 'Matthew Phillip Abrams']",46,608,14,15,matthew p.,abrams,a,matthew p. abrams,A5070069241,m abrams
A5076810167,,Sepidehsadat Hosseini,"['Hosseini, Sepidehsadat', 'Sepidehsadat Hosseini']",11,288,6,2,sepidehsadat,hosseini,h,sepidehsadat hosseini,A5076810167,s hosseini
A5053390823,https://orcid.org/0000-0002-3989-0464,Victoria Rose,"['Rose, Victoria', 'Victoria E. Rose', 'Victoria Rose']",10,65,4,5,victoria,rose,r,victoria rose,A5053390823,v rose
A5114224866,,Nuwan Dewapriya,"['Dewapriya, Nuwan', 'Nuwan Dewapriya']",7,0,0,2,nuwan,dewapriya,d,nuwan dewapriya,A5114224866,n dewapriya
A5110286108,,Sandra Allison,"['S Allison', 'S.F. Allison', 'Sandra Allison']",35,451,10,9,sandra,allison,a,sandra allison,A5110286108,s allison
A5086373411,https://orcid.org/0000-0002-5481-5833,Ashraf Labib,"['A Labib', 'A W Labib', 'A. Labib', 'A. W. Labib', 'A. W. Labib *', 'A.W. Labib', 'Ashraf Labib', 'Ashraf W. Labib', 'Ashraf Wasfi Labib', 'Labib, A.', 'Labib, A.W.', 'Labib, Ashraf', 'ashraf labib']",213,6557,37,14,ashraf,labib,l,ashraf labib,A5086373411,a labib
A5063703351,https://orcid.org/0000-0002-6746-8340,D.B. Sutton,['D.B. Sutton'],1,14,1,1,d.b.,sutton,s,d.b. sutton,A5063703351,d sutton
A5006348785,https://orcid.org/0009-0005-8831-3646,Hannah Watkins,"['H. Watkins', 'H.Y. Watkins', 'Hannah Watkins', 'Hannah Yuh Watkins', 'Watkins, Hannah']",41,1035,13,7,hannah,watkins,w,hannah watkins,A5006348785,h watkins
A5101639283,https://orcid.org/0009-0003-9178-4612,Qingxin Zhang,"['Qing-Xin Zhang', 'Qingxin Zhang', 'Zhang Qing-xin', 'Zhang, Qingxin']",168,1803,24,41,qingxin,zhang,z,qingxin zhang,A5101639283,q zhang
A5051589607,,Liliana Benitez,"['Benitez, Liliana', 'Liliana Benitez']",4,7,2,6,liliana,benitez,b,liliana benitez,A5051589607,l benitez
A5066969715,,Scott Bernard,"['Scott A. Bernard', 'Scott Bernard']",12,120,4,5,scott,bernard,b,scott bernard,A5066969715,s bernard
A5100336421,https://orcid.org/0000-0002-8957-6625,Long Chen,"['Chen Long', 'Chen, Long', 'Long Chen']",64,1251,17,28,long,chen,c,long chen,A5100336421,l chen
A5099984419,,Jadeyn Trasolini,['Jadeyn Trasolini'],1,0,0,1,jadeyn,trasolini,t,jadeyn trasolini,A5099984419,j trasolini
A5107666522,,L. B. Thaddeus,"['L. B. Thaddeus', 'Thaddeus L. B.']",1,3,1,1,l. b.,thaddeus,t,l. b. thaddeus,A5107666522,l thaddeus
A5039783615,,Valdimiro Cassule Cussei,['Valdimiro Cassule Cussei'],1,1,1,1,valdimiro cassule,cussei,c,valdimiro cassule cussei,A5039783615,v cussei
A5040538968,,David Sun,['David Sun'],1,0,0,1,david,sun,s,david sun,A5040538968,d sun
A5100621255,https://orcid.org/0000-0001-5209-4908,Yong‐Hoon Kim,"['Kim, Yong Hoon', 'Kim, Yong-Hoon', 'Y.-H. Kim', 'YONG-HOON KIM', 'Yong Hoon Kim', 'Yong-Hoon KIM', 'Yong-Hoon Kim', 'YongHoon Kim', 'Yonghoon KIM', 'Yonghoon Kim', 'Yong‐Hoon Kim']",491,8526,51,71,yong‐hoon,kim,k,yong‐hoon kim,A5100621255,y kim
A5049173948,https://orcid.org/0000-0002-5407-6823,Summer Marion,"['Marion, Summer', 'Summer Marion']",12,252,6,8,summer,marion,m,summer marion,A5049173948,s marion
A5088808353,https://orcid.org/0000-0002-3613-0662,Sander Nederveen,"['Nederveen, Sander', 'Sander Nederveen']",6,18,2,2,sander,nederveen,n,sander nederveen,A5088808353,s nederveen
