,sv_name,oa_name,sv_id,oa_id,similarity_score
182,anqi chen,mo chen,57219394662,A5100387244,62
183,anqi chen,yuxi chen,57219394662,A5100764265,67
184,winfield chen,mo chen,57221318908,A5100387244,50
185,winfield chen,yuxi chen,57221318908,A5100764265,55
186,zhefan chen,mo chen,57222654013,A5100387244,56
187,zhefan chen,yuxi chen,57222654013,A5100764265,50
188,han cao,jiguo cao,57216440698,A5062483690,50
189,spencer x chen,mo chen,58183177400,A5100387244,48
190,spencer x chen,yuxi chen,58183177400,A5100764265,52
191,zhuang chen,mo chen,57209849920,A5100387244,56
192,zhuang chen,yuxi chen,57209849920,A5100764265,60
193,jiayue chen,mo chen,57221630885,A5100387244,56
194,jiayue chen,yuxi chen,57221630885,A5100764265,70
195,roy carlson,roy l carlson,59807760700,A5061833621,92
196,ziniu chen,mo chen,57432972100,A5100387244,59
197,ziniu chen,yuxi chen,57432972100,A5100764265,63
198,james carter,allison carter,57430332400,A5076004104,69
199,howard anthony chan,jennifer a chan,7403402211,A5067228740,47
200,jiaqi chen,mo chen,58018476700,A5100387244,59
201,jiaqi chen,yuxi chen,58018476700,A5100764265,63
202,maggie chen,mo chen,35314590800,A5100387244,67
203,maggie chen,yuxi chen,35314590800,A5100764265,60
204,yubo chen,mo chen,57218701161,A5100387244,75
205,yubo chen,yuxi chen,57218701161,A5100764265,78
206,cong chen,mo chen,57221774756,A5100387244,75
207,cong chen,yuxi chen,57221774756,A5100764265,56
208,samara chaudhury,habib chaudhury,59604801800,A5014665875,71
209,samara chaudhury,sidhartha chaudhury,59604801800,A5089946703,80
210,aimin chen,mo chen,55447267000,A5100387244,71
211,aimin chen,yuxi chen,55447267000,A5100764265,63
212,yuxi chen,mo chen,59549734700,A5100387244,62
213,yuxi chen,yuxi chen,59549734700,A5100764265,100
214,aotian chen,mo chen,59352990300,A5100387244,67
215,aotian chen,yuxi chen,59352990300,A5100764265,60
216,roy l carlson,roy l carlson,7402666341,A5061833621,100
217,hongwen chen,mo chen,58666893100,A5100387244,63
218,hongwen chen,yuxi chen,58666893100,A5100764265,48
219,shun cao,jiguo cao,58828197400,A5062483690,59
220,william e copeland,colin copeland,7006006867,A5052851310,69
221,d c cross,d s cross,58313184000,A5112788832,89
222,jing chen,mo chen,55049017000,A5100387244,62
223,jing chen,yuxi chen,55049017000,A5100764265,67
224,hannah carpendale,sheelagh carpendale,58057749400,A5012561411,78
225,zhihao cao,jiguo cao,57713421400,A5062483690,63
226,yue chen,mo chen,57216638641,A5100387244,67
227,yue chen,yuxi chen,57216638641,A5100764265,82
228,j chen,mo chen,58745556500,A5100387244,77
229,j chen,yuxi chen,58745556500,A5100764265,67
230,sheelagh carpendale,sheelagh carpendale,6507907377,A5012561411,100
231,gang chen,mo chen,57198649249,A5100387244,62
232,gang chen,yuxi chen,57198649249,A5100764265,56
233,shaohuang chen,mo chen,57226542790,A5100387244,57
234,shaohuang chen,yuxi chen,57226542790,A5100764265,52
235,xi chen,mo chen,57464181400,A5100387244,71
236,xi chen,yuxi chen,57464181400,A5100764265,88
237,siyuan chen,mo chen,59817205600,A5100387244,56
238,siyuan chen,yuxi chen,59817205600,A5100764265,70
239,yiting chen,mo chen,59353414700,A5100387244,56
240,yiting chen,yuxi chen,59353414700,A5100764265,70
241,bowen chen,mo chen,57219506217,A5100387244,71
242,bowen chen,yuxi chen,57219506217,A5100764265,53
243,matthias danninger,m danninger,26221746900,A5039614567,76
244,kora debeck,kora debeck,16063277500,A5015210332,100
245,nicholas k dulvy,nicholas k dulvy,6701844802,A5011629984,100
246,kevin s douglas,kevin s douglas,7101692656,A5055295524,100
247,shahin e dashtgard,shahin e dashtgard,10044945300,A5052933344,100
248,steve r dipaola,steve dipaola,14035416700,A5008452037,93
249,ryan cn d’arcy,ryan cn d’arcy,56840385400,A5002868149,100
250,lawrence m dill,john c dill,7006364690,A5109996927,54
251,lawrence m dill,lawrence m dill,7006364690,A5109295339,100
252,peter dickinson,peter dickinson,37106290500,A5110108030,100
253,john c dill,john c dill,7101739265,A5109996927,100
254,john c dill,lawrence m dill,7101739265,A5109295339,54
255,anthony duffy,ciarán m duffy,57226474608,A5055246678,59
256,siying duan,jun duan,57212346127,A5072983949,63
257,aryan davoudi,ali davoudi,59747461700,A5053089078,75
258,barry s davids,b davids,7003344594,A5065529657,73
259,ying duan,jun duan,57203331764,A5072983949,71
260,martin ester,martin ester,6603359026,A5018267399,100
261,lloyd t elliott,john e elliott,48662120400,A5076714348,69
262,john e elliott,john e elliott,7402852788,A5076714348,100
263,marina c elliott,john e elliott,55837840200,A5076714348,67
264,keenan elliott,john e elliott,58661178300,A5076714348,64
265,benedikt fischer,alain fischer,56603004800,A5029004287,62
266,zhenman fang,mei lan fang,38361266400,A5008149652,67
267,gwenn elizabeth flowers,gwenn e flowers,7006875558,A5045013234,79
268,brian v funt,brian funt,7006906273,A5031537118,91
269,andrew lewis feenberg,andrew feenberg,6602538264,A5009247091,83
270,alice l fleerackers,alice fleerackers,57216524368,A5070557231,94
271,mei lan fang,mei lan fang,59515679100,A5008149652,100
272,diane t finegood,diane t finegood,7006661968,A5000637278,100
273,andreas fischer,alain fischer,57201733481,A5029004287,71
274,jaimy fischer,alain fischer,57203659741,A5029004287,77
275,jennifer fang,mei lan fang,56856315600,A5008149652,56
276,eugene l fiume,eugene fiume,7003516218,A5065764540,92
277,hao fang,mei lan fang,58023063200,A5008149652,60
278,alex cy fang,mei lan fang,57200672982,A5008149652,50
279,mitsu cai feng,changyong feng,57218800926,A5089845667,50
280,jiahui feng,changyong feng,58311653000,A5089845667,48
281,jingxue feng,changyong feng,57204292684,A5089845667,54
282,bill t fischer,alain fischer,57221564747,A5029004287,67
283,xinyi feng,changyong feng,59151378900,A5089845667,58
284,jiuen feng,changyong feng,59152182400,A5089845667,50
285,cai mitsu feng,changyong feng,57723250300,A5089845667,50
286,carmen feng,changyong feng,59680719500,A5089845667,64
287,shu feng,changyong feng,59477828100,A5089845667,55
288,cai (mitsu) feng,changyong feng,59173501800,A5089845667,47
289,alexandra j fischer,alain fischer,59552623300,A5029004287,75
290,gerhard gries,regine gries,7006196798,A5113549037,64
291,byron d gates,byron d gates,7102128759,A5083686700,100
292,regine m gries,regine gries,7006335669,A5113549037,92
293,frank apc gobas,frank a p c gobas,7004015125,A5059504272,94
294,diane gromala,diane gromala,55940625900,A5090850435,100
295,sharon m gorski,sharon m gorski,13606279500,A5018920739,100
296,bonnie lynne gray,bonnie l gray,7202782646,A5110354105,87
297,g m gutman,gloria gutman,34769660700,A5049634235,70
298,julian andrew guttman,julian a guttman,7004426183,A5034140760,86
299,ramazan gençay,ramazan gençay,6603909062,A5091471139,100
300,kristen l gray,bonnie l gray,57216797712,A5110354105,67
301,samantha m gray,bonnie l gray,57200762040,A5110354105,50
302,margaret grant,d grant,36709627300,A5107864583,57
303,margaret grant,darren grant,36709627300,A5031508239,77
304,carole gerson,carole gerson,38261265100,A5113523032,100
305,amanda r gray,bonnie l gray,58870402100,A5110354105,54
306,mackenzie graves,michael f graves,59539405400,A5001443059,62
307,darren r grant,d grant,35427036600,A5107864583,67
308,darren r grant,darren grant,35427036600,A5031508239,92
309, grant,d grant,59739987300,A5107864583,92
310, grant,darren grant,59739987300,A5031508239,67
311,cameron j grant,d grant,57211079732,A5107864583,55
312,cameron j grant,darren grant,57211079732,A5031508239,67
313,farid golnaraghi,farid golnaraghi,7003988491,A5054537100,100
314,kanna hayashi,kanna hayashi,33267650300,A5029471416,100
315,lindsay hedden,lindsay hedden,37031088300,A5030396427,100
316,pavol hell,pavol hell,7004529543,A5075416144,100
317,igor f herbut,igor f herbut,7003565312,A5023970139,100
318,stephen d hart,stephen d hart,7202601274,A5055395163,100
319,stephen d hart,michael w hart,7202601274,A5053201473,50
320,pascal haegeli,pascal haegeli,23099824700,A5065438853,100
321,marek hatala,marek hatala,57203069442,A5051581150,100
322,peter v hall,peter hall,57201225750,A5018086501,91
323,anil hira,anil hira,6602185359,A5006967128,100
324,mohamed m hefeeda,mohamed hefeeda,20433459500,A5084024266,94
325,david s hik,david s hik,6701520921,A5090776586,100
326,michael w hart,stephen d hart,55684330400,A5055395163,57
327,michael w hart,michael w hart,55684330400,A5053201473,100
328,felix henningsen,felix henningsen,6602244525,A5020847142,100
329,john c harriss,john harriss,7004475771,A5072123694,92
330,mohamed hefeeda,mohamed hefeeda,57204281290,A5084024266,100
331,margaret isabel hall,peter hall,16041779300,A5018086501,53
332,norbert h haunerland,norbert h haunerland,7004689270,A5028440357,100
333,hannah m hall,peter hall,57755790100,A5018086501,43
334,amy harris,andrew b harris,57668675700,A5011644095,64
335,peter a hall,peter hall,55332947200,A5018086501,91
336,kirk a hart,stephen d hart,57192158322,A5055395163,48
337,kirk a hart,michael w hart,57192158322,A5053201473,56
338,david h huntley,david huntley,57225303774,A5024239109,93
339,danielle v harris,andrew b harris,55503085900,A5011644095,69
340,dal yong jin,dal yong jin,7201973561,A5041172302,100
341,steven jm jones,steven jm jones,55732380600,A5100728059,100
342,wayne jones,steven jm jones,7404562890,A5100728059,54
343,weina jin,dal yong jin,57188873086,A5041172302,48
344,steven w jin,dal yong jin,57192099460,A5041172302,42
345,john dewey jones,steven jm jones,55636318231,A5100728059,52
346,paul w jones,steven jm jones,57217388489,A5100728059,52
347,jacob jones,steven jm jones,57225877358,A5100728059,54
348,richard jones,steven jm jones,57217100215,A5100728059,43
349,eric w jones,steven jm jones,57200080124,A5100728059,59
350,bradley r jones,steven jm jones,56325285700,A5100728059,53
351,julie jones,steven jm jones,56319280200,A5100728059,54
352,jiongchao jin,dal yong jin,57203991019,A5041172302,56
353,samantha jean jones,steven jm jones,57193384181,A5100728059,59
354,yuhua jin,dal yong jin,58818072100,A5041172302,48
355,vivian jin,dal yong jin,57221543903,A5041172302,55
356,dalyong jin,dal yong jin,59794341400,A5041172302,96
357,cheng jin,dal yong jin,58078867300,A5041172302,57
358,laura b jones,steven jm jones,58329027300,A5100728059,50
359,erik kjeang,erik kjeang,16066971400,A5056229295,100
360,woo soo kim,jeong‐bon kim,17136903100,A5019704910,50
361,woo soo kim,tae‐ho kim,17136903100,A5100452164,48
362,woo soo kim,woo soo kim,17136903100,A5000223592,100
363,christopher j kennedy,christopher j kennedy,23469610500,A5112019938,100
364,karen l kavanagh,k l kavanagh,35433107700,A5028644503,86
365,karen e kohfeld,karen e kohfeld,55964407600,A5075889071,100
366,george kirczenow,george kirczenow,7003642081,A5005284722,100
367,dirk m kirste,dirk kirste,37061101500,A5021762945,92
368,malcolm p kennett,malcolm p kennett,57206148902,A5083205811,100
369,emanuel krebs,dennis l krebs,56338995600,A5034589539,67
370,jeong bon kim,jeong‐bon kim,8304603800,A5019704910,92
371,jeong bon kim,tae‐ho kim,8304603800,A5100452164,52
372,jeong bon kim,woo soo kim,8304603800,A5000223592,58
373,ernst kruijff,ernst kruijff,15022738100,A5035303241,100
374,tae ho kim,jeong‐bon kim,56168759700,A5019704910,52
375,tae ho kim,tae‐ho kim,56168759700,A5100452164,90
376,tae ho kim,woo soo kim,56168759700,A5000223592,57
377,taeil kim,jeong‐bon kim,57205700445,A5019704910,45
378,taeil kim,tae‐ho kim,57205700445,A5100452164,74
379,taeil kim,woo soo kim,57205700445,A5000223592,40
380,lawrence h kim,jeong‐bon kim,56742755100,A5019704910,44
381,lawrence h kim,tae‐ho kim,56742755100,A5100452164,58
382,lawrence h kim,woo soo kim,56742755100,A5000223592,48
383,angel m kennedy,christopher j kennedy,58589358400,A5112019938,56
384,ray a kostaschuk,ray kostaschuk,7003978136,A5073669293,93
385,taeyoung kim,jeong‐bon kim,57198491843,A5019704910,64
386,taeyoung kim,tae‐ho kim,57198491843,A5100452164,73
387,taeyoung kim,woo soo kim,57198491843,A5000223592,43
388,dongwoo kim,jeong‐bon kim,57205207510,A5019704910,67
389,dongwoo kim,tae‐ho kim,57205207510,A5100452164,48
390,dongwoo kim,woo soo kim,57205207510,A5000223592,64
391,boah kim,jeong‐bon kim,57787556200,A5019704910,57
392,boah kim,tae‐ho kim,57787556200,A5100452164,56
393,boah kim,woo soo kim,57787556200,A5000223592,53
394,suyoung kim,jeong‐bon kim,57211871654,A5019704910,58
395,suyoung kim,tae‐ho kim,57211871654,A5100452164,48
396,suyoung kim,woo soo kim,57211871654,A5000223592,55
397,barun kim,jeong‐bon kim,57203171282,A5019704910,55
398,barun kim,tae‐ho kim,57203171282,A5100452164,53
399,barun kim,woo soo kim,57203171282,A5000223592,40
400,kijin kim,jeong‐bon kim,57223212678,A5019704910,55
401,kijin kim,tae‐ho kim,57223212678,A5100452164,42
402,kijin kim,woo soo kim,57223212678,A5000223592,40
403,barry c kelly,barry c kelly,7202842613,A5077116272,100
404,dennis l krebs,dennis l krebs,7102141328,A5034589539,100
405,hae-yoon kim,jeong‐bon kim,56491905000,A5019704910,64
406,hae-yoon kim,tae‐ho kim,56491905000,A5100452164,64
407,hae-yoon kim,woo soo kim,56491905000,A5000223592,52
408,jeremiah c kennedy,christopher j kennedy,56900363300,A5112019938,56
409,hoyoung kim,jeong‐bon kim,58860015500,A5019704910,58
410,hoyoung kim,tae‐ho kim,58860015500,A5100452164,57
411,hoyoung kim,woo soo kim,58860015500,A5000223592,55
412,dongho kim,jeong‐bon kim,57214770459,A5019704910,70
413,dongho kim,tae‐ho kim,57214770459,A5100452164,60
414,dongho kim,woo soo kim,57214770459,A5000223592,57
415,woochul kim,jeong‐bon kim,58658203400,A5019704910,50
416,woochul kim,tae‐ho kim,58658203400,A5100452164,48
417,woochul kim,woo soo kim,58658203400,A5000223592,64
418,chaeri kim,jeong‐bon kim,59103083900,A5019704910,43
419,chaeri kim,tae‐ho kim,59103083900,A5100452164,60
420,chaeri kim,woo soo kim,59103083900,A5000223592,38
421,gabor kunstatter,g kunstatter,57206924708,A5031077701,86
422,suhong kim,jeong‐bon kim,57221141737,A5019704910,61
423,suhong kim,tae‐ho kim,57221141737,A5100452164,60
424,suhong kim,woo soo kim,57221141737,A5000223592,57
425,vicki kelly,barry c kelly,57183847800,A5077116272,58
426,p kowalski,p kowalski,56102570600,A5029296798,100
427,kyeong-min kim,jeong‐bon kim,57200325379,A5019704910,67
428,kyeong-min kim,tae‐ho kim,57200325379,A5100452164,50
429,kyeong-min kim,woo soo kim,57200325379,A5000223592,40
430,dara kelly,barry c kelly,57192095652,A5077116272,70
431,jonghyeok kim,jeong‐bon kim,58727504600,A5019704910,69
432,jonghyeok kim,tae‐ho kim,58727504600,A5100452164,43
433,jonghyeok kim,woo soo kim,58727504600,A5000223592,50
434,tyler t kelly,barry c kelly,57216763095,A5077116272,62
435,pyojin kim,jeong‐bon kim,59563842600,A5019704910,52
436,pyojin kim,tae‐ho kim,59563842600,A5100452164,50
437,pyojin kim,woo soo kim,59563842600,A5000223592,48
438,anny kim,jeong‐bon kim,58090502900,A5019704910,57
439,anny kim,tae‐ho kim,58090502900,A5100452164,56
440,anny kim,woo soo kim,58090502900,A5000223592,42
441,pawel kowalski,p kowalski,57224748486,A5029296798,83
442,jeongmee kim,jeong‐bon kim,57218457561,A5019704910,72
443,jeongmee kim,tae‐ho kim,57218457561,A5100452164,55
444,jeongmee kim,woo soo kim,57218457561,A5000223592,43
445,tommy kim,jeong‐bon kim,58186749800,A5019704910,45
446,tommy kim,tae‐ho kim,58186749800,A5100452164,63
447,tommy kim,woo soo kim,58186749800,A5000223592,50
448,ian j kennedy,christopher j kennedy,57195586827,A5112019938,65
449,freddie kim,jeong‐bon kim,59458558600,A5019704910,42
450,freddie kim,tae‐ho kim,59458558600,A5100452164,48
451,freddie kim,woo soo kim,59458558600,A5000223592,36
452,mary kelly,barry c kelly,59673935300,A5077116272,78
453,seyeon kim,jeong‐bon kim,57817056000,A5019704910,61
454,seyeon kim,tae‐ho kim,57817056000,A5100452164,60
455,seyeon kim,woo soo kim,57817056000,A5000223592,57
456,jeehye christine kim,jeong‐bon kim,56671161000,A5019704910,42
457,jeehye christine kim,tae‐ho kim,56671161000,A5100452164,40
458,jeehye christine kim,woo soo kim,56671161000,A5000223592,39
459,min-suk kim,jeong‐bon kim,58770590200,A5019704910,42
460,min-suk kim,tae‐ho kim,58770590200,A5100452164,38
461,min-suk kim,woo soo kim,58770590200,A5000223592,45
462,deborah v kelly,barry c kelly,7403137454,A5077116272,64
463,elizabeth a krebs,dennis l krebs,7101809423,A5034589539,52
464,bingxuan liu,b liu,58603818900,A5114378471,59
465,bingxuan liu,helen liu,58603818900,A5101610756,48
466,bingxuan liu,yan‐jun liu,58603818900,A5100349652,61
467,bingxuan liu,jiayi liu,58603818900,A5100370772,57
468,jiangchuan chuan liu,b liu,8969748600,A5114378471,32
469,jiangchuan chuan liu,helen liu,8969748600,A5101610756,41
470,jiangchuan chuan liu,yan‐jun liu,8969748600,A5100349652,52
471,jiangchuan chuan liu,jiayi liu,8969748600,A5100370772,48
472,scott a lear,scott a lear,7003829555,A5043684388,100
473,kelley lee,kelley lee,55540777300,A5019363540,100
474,kelley lee,monica lee,55540777300,A5057346446,40
475,kelley lee,ki‐young lee,55540777300,A5100719654,55
476,kelley lee,daniel c lee,55540777300,A5100392989,55
477,daniel b leznoff,daniel b leznoff,6701478446,A5035673972,100
478,cheng li,jia li,57208500706,A5100405681,43
